Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
-0.150374,51.632071,1,Serious,3,1,2008-10-04,7,17:57:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000118
-0.191779,51.648273,1,Slight,3,2,2008-10-02,5,07:04:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000288
-0.181078,51.630303,1,Slight,2,1,2008-10-08,4,17:45:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000282
-0.161971,51.627577,1,Slight,1,1,2008-10-05,1,21:45:00,30,E09000003,3,109,6,30,2,4,4,1453,0,0,4,1,2,0,0,1,2,E01000274
-0.143507,51.616226,1,Serious,2,1,2008-10-09,5,17:40:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000124
-0.184844,51.644569,1,Slight,1,1,2008-10-09,5,21:54:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000269
-0.197116,51.572009,1,Slight,1,1,2008-10-11,7,15:44:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000146
-0.173086,51.584677,1,Slight,2,2,2008-10-06,2,20:25:00,30,E09000003,3,1,3,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01000208
-0.199885,51.589587,1,Slight,2,2,2008-10-04,7,18:12:00,30,E09000003,3,598,3,30,6,2,3,406,0,5,4,2,2,0,0,1,1,E01000225
-0.235498,51.601908,1,Slight,1,1,2008-10-12,1,10:10:00,30,E09000003,3,1,3,50,6,2,5,0,0,5,1,1,1,0,0,1,1,E01000260
-0.1712,51.649573,1,Slight,1,1,2008-10-13,2,10:07:00,30,E09000003,3,110,6,30,0,-1,-1,0,0,0,1,1,1,0,2,1,1,E01000171
-0.200173,51.589591,1,Slight,2,1,2008-10-08,4,07:42:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000225
-0.176245,51.585085,1,Slight,2,1,2008-10-07,3,15:00:00,30,E09000003,3,1,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01000208
-0.169735,51.589031,1,Slight,2,1,2008-10-14,3,08:30:00,30,E09000003,3,504,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000180
-0.198442,51.589565,1,Slight,2,1,2008-10-12,1,14:40:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000211
-0.272676,51.607767,1,Slight,2,2,2008-10-04,7,22:56:00,30,E09000003,3,5109,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01000194
-0.232369,51.570927,1,Slight,2,1,2008-10-08,4,14:34:00,30,E09000003,3,406,1,30,1,2,3,5,0,5,1,1,1,0,0,1,1,E01000499
-0.203743,51.56132,1,Serious,2,1,2008-09-23,3,07:58:00,30,E09000003,3,41,3,40,6,2,3,407,0,0,1,1,1,0,0,1,1,E01000138
-0.198474,51.59604,1,Slight,2,1,2008-10-09,5,18:35:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000196
-0.230773,51.58601,1,Slight,2,1,2008-10-11,7,18:40:00,30,E09000003,3,504,6,30,6,2,3,41,0,5,4,1,1,0,0,1,1,E01000237
-0.193199,51.601624,1,Slight,2,1,2008-10-16,5,00:36:00,30,E09000003,3,598,6,30,3,4,3,1003,0,4,4,1,1,0,0,1,1,E01000296
-0.206562,51.566668,1,Slight,2,1,2008-10-09,5,09:00:00,30,E09000003,3,41,3,40,6,2,3,41,0,5,1,1,1,0,0,1,1,E01000138
-0.198147,51.597024,1,Slight,2,2,2008-10-07,3,22:50:00,30,E09000003,3,504,6,30,6,2,3,598,0,5,4,1,1,0,0,1,1,E01000196
-0.17503,51.60458,1,Slight,2,2,2008-10-03,6,13:22:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000316
-0.164819,51.585627,1,Slight,2,1,2008-10-12,1,22:18:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000208
-0.286951,51.623713,1,Serious,2,1,2008-10-06,2,07:20:00,30,E09000003,3,41,3,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01000188
-0.277259,51.6126,1,Slight,2,1,2008-10-10,6,19:00:00,30,E09000003,3,5100,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01000194
-0.226624,51.581361,1,Slight,1,1,2008-10-16,5,00:40:00,30,E09000003,3,41,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000314
-0.237342,51.625136,1,Slight,2,1,2008-10-15,4,09:43:00,30,E09000003,4,552,6,30,3,4,4,552,0,0,1,2,2,0,0,1,1,E01000261
-0.260923,51.616765,1,Slight,2,1,2008-10-18,7,06:15:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,1,E01000233
-0.21685,51.595062,1,Slight,2,2,2008-10-08,4,15:24:00,30,E09000003,3,1,3,40,6,2,4,552,0,5,1,1,1,0,0,1,1,E01000242
-0.15324,51.607747,1,Slight,2,1,2008-10-14,3,06:45:00,30,E09000003,4,550,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000164
-0.226724,51.589906,1,Slight,2,1,2008-10-07,3,12:00:00,30,E09000003,3,504,6,30,3,4,5,0,0,1,1,1,1,0,0,1,2,E01000244
-0.254306,51.58969,1,Serious,1,1,2008-10-17,6,23:00:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000516
-0.229501,51.648399,1,Slight,2,3,2008-10-18,7,11:00:00,30,E09000003,3,411,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000253
-0.17937,51.651319,1,Serious,2,7,2008-10-17,6,00:36:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01000251
-0.198646,51.580755,1,Slight,2,3,2008-10-14,3,20:55:00,30,E09000003,3,598,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000211
-0.196473,51.646547,1,Slight,2,1,2008-10-07,3,07:50:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01000288
-0.22154,51.589557,1,Slight,1,1,2008-10-10,6,14:00:00,30,E09000003,3,504,6,30,7,2,4,552,0,5,1,1,1,0,0,1,2,E01000243
-0.185518,51.613196,1,Slight,2,2,2008-10-21,3,21:10:00,30,E09000003,5,0,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01000301
-0.198126,51.579309,1,Slight,2,1,2008-10-19,1,19:34:00,30,E09000003,3,598,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000211
-0.169021,51.58884,1,Slight,2,1,2008-10-16,5,08:13:00,30,E09000003,3,504,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000180
-0.164311,51.587507,1,Serious,2,1,2008-11-12,4,14:23:00,30,E09000003,3,1000,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000182
-0.159705,51.612165,1,Slight,1,1,2008-10-16,5,14:30:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000162
-0.164094,51.589302,1,Slight,2,1,2008-10-21,3,23:20:00,30,E09000003,3,504,6,30,6,2,3,1000,0,5,4,1,1,0,0,1,1,E01000181
-0.160158,51.618826,1,Slight,2,1,2008-10-23,5,18:50:00,30,E09000003,4,550,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000159
-0.142531,51.618908,1,Slight,1,1,2008-10-21,3,14:36:00,30,E09000003,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000124
-0.176507,51.614585,1,Slight,2,1,2008-10-22,4,13:30:00,30,E09000003,3,1000,6,30,3,4,3,598,0,0,1,1,1,0,0,1,1,E01000299
-0.266874,51.600847,1,Serious,1,1,2008-10-24,6,20:00:00,30,E09000003,5,0,6,30,3,4,5,0,0,5,4,1,1,0,0,1,1,E01000129
-0.175417,51.609352,1,Slight,1,1,2008-10-25,7,15:50:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000317
-0.179859,51.639097,1,Slight,2,1,2008-10-17,6,06:31:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000271
-0.186111,51.569322,1,Slight,1,1,2008-10-26,1,17:45:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000136
-0.176453,51.623127,1,Slight,1,1,2008-10-23,5,14:10:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000321
-0.148012,51.601369,1,Serious,3,1,2008-10-26,1,08:45:00,30,E09000003,4,550,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000156
-0.25808,51.608001,1,Slight,1,1,2008-12-03,4,17:53:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000127
-0.142942,51.619454,1,Slight,2,1,2008-09-21,1,04:30:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01000124
-0.211214,51.576811,1,Slight,2,1,2008-10-08,4,08:24:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000219
-0.250561,51.623266,1,Slight,2,1,2008-10-28,3,11:58:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000264
-0.174911,51.600352,1,Slight,3,1,2008-10-17,6,19:38:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000184
-0.258331,51.608993,1,Slight,2,1,2008-10-25,7,13:59:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000132
-0.143367,51.60903,1,Slight,2,1,2008-10-08,4,07:50:00,30,E09000003,3,406,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000163
-0.178923,51.63,1,Slight,2,1,2008-10-24,6,06:50:00,30,E09000003,3,5109,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01000282
-0.229689,51.573045,1,Slight,2,1,2008-11-02,1,12:00:00,30,E09000003,1,1,1,30,1,4,3,406,0,0,1,1,2,0,0,1,1,E01000307
-0.160499,51.610378,1,Slight,2,2,2008-11-01,7,14:15:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000162
-0.193199,51.601624,1,Slight,2,1,2008-10-23,5,22:10:00,30,E09000003,3,598,6,30,6,4,3,1003,0,4,4,1,1,0,0,1,1,E01000296
-0.242839,51.580077,1,Slight,2,1,2008-10-16,5,12:20:00,30,E09000003,3,5,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000313
-0.228092,51.617803,1,Slight,1,1,2008-10-31,6,17:05:00,30,E09000003,4,552,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01000255
-0.214145,51.557252,1,Slight,1,1,2008-10-28,3,14:59:00,30,E09000003,3,407,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000141
-0.177903,51.612179,1,Slight,2,1,2008-10-30,5,18:40:00,30,E09000003,3,598,6,30,3,4,3,1000,0,1,4,1,2,0,0,1,1,E01000299
-0.203598,51.561317,1,Slight,2,1,2008-11-01,7,10:29:00,30,E09000003,3,41,3,40,6,2,3,407,0,5,1,1,1,0,0,1,1,E01000139
-0.149935,51.614439,1,Slight,2,1,2008-11-01,7,06:40:00,30,E09000003,3,1003,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000161
-0.226634,51.581092,1,Serious,1,1,2008-10-29,4,22:01:00,30,E09000003,3,41,3,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01000310
-0.262738,51.629741,1,Slight,2,3,2008-10-20,2,16:20:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01000195
-0.183667,51.616135,1,Slight,2,1,2008-10-26,1,12:11:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000300
-0.234382,51.600902,1,Slight,2,1,2008-10-30,5,08:24:00,30,E09000003,3,1,1,40,1,4,3,41,0,0,1,1,4,0,0,1,1,E01000240
-0.224225,51.58735,1,Slight,1,1,2008-11-03,2,09:34:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000245
-0.24398,51.606621,1,Slight,2,1,2008-10-30,5,16:00:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000152
-0.281173,51.612208,1,Serious,2,1,2008-10-18,7,20:00:00,30,E09000003,3,5,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01002116
-0.176608,51.615666,1,Slight,2,1,2008-10-26,1,09:30:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000323
-0.217989,51.577004,1,Slight,2,1,2008-11-01,7,20:54:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000310
-0.183209,51.652907,1,Slight,2,1,2008-11-04,3,09:59:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01000252
-0.236309,51.580968,1,Slight,2,2,2008-10-31,6,12:47:00,30,E09000003,3,504,6,30,8,4,6,0,0,0,1,1,2,0,0,1,1,E01000313
-0.147669,51.620428,1,Slight,1,1,2008-11-05,4,07:40:00,30,E09000003,3,109,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000124
-0.175863,51.594612,1,Slight,2,1,2008-11-05,4,13:30:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,3,3,0,0,1,1,E01000179
-0.186386,51.645762,1,Slight,2,1,2008-11-05,4,18:55:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01000268
-0.147271,51.62312,1,Slight,2,1,2008-08-17,1,18:15:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000123
-0.256137,51.590886,1,Slight,2,1,2008-11-09,1,22:20:00,30,E09000003,3,5150,6,30,3,2,3,5,0,5,4,2,2,0,0,1,1,E01000516
-0.168937,51.594504,1,Slight,2,1,2008-11-06,5,19:06:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,0,4,1,1,0,0,1,1,E01000177
-0.167401,51.646996,1,Slight,1,1,2008-10-23,5,14:45:00,30,E09000003,3,110,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000171
-0.240878,51.578518,1,Slight,1,1,2008-11-07,6,16:25:00,30,E09000003,3,504,6,30,3,2,3,5,0,5,1,1,1,0,0,1,1,E01000313
-0.263808,51.632005,1,Slight,2,1,2008-11-02,1,00:50:00,30,E09000003,1,1,3,70,5,4,6,0,0,0,4,2,2,0,0,1,1,E01000195
-0.230586,51.572249,1,Slight,2,1,2008-11-10,2,19:05:00,30,E09000003,1,1,1,30,1,2,3,406,0,0,4,2,2,0,0,1,2,E01000307
-0.216315,51.564479,1,Slight,2,1,2008-11-10,2,06:54:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000223
-0.206436,51.577188,1,Slight,2,2,2008-11-01,7,21:21:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01000220
-0.208087,51.575594,1,Slight,2,2,2008-10-05,1,12:50:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,E01000220
-0.248604,51.614064,1,Slight,2,1,2008-10-16,5,09:10:00,30,E09000003,3,5100,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01000264
-0.277349,51.61404,1,Slight,2,1,2008-11-07,6,12:05:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01000193
-0.175017,51.630119,1,Slight,2,2,2008-11-07,6,19:09:00,30,E09000003,3,5109,6,30,3,2,3,1000,0,5,4,1,1,0,0,1,1,E01000281
-0.234689,51.592993,1,Slight,1,1,2008-11-10,2,21:25:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,1,E01000239
-0.226706,51.571831,1,Serious,1,1,2008-11-14,6,08:15:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.244908,51.616257,1,Slight,2,1,2008-11-11,3,08:02:00,30,E09000003,3,5100,1,30,1,4,3,1,0,5,1,1,1,0,0,1,2,E01000264
-0.152122,51.60683,1,Slight,2,1,2008-11-09,1,10:30:00,30,E09000003,4,550,3,30,6,2,4,550,0,0,1,1,1,0,0,1,1,E01000164
-0.262744,51.603124,1,Slight,1,1,2008-11-05,4,18:40:00,30,E09000003,5,0,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01000129
-0.241752,51.626911,1,Slight,2,1,2008-11-02,1,10:10:00,30,E09000003,3,5109,6,30,3,4,4,552,0,0,1,2,2,0,0,1,1,E01000228
-0.238372,51.576143,1,Slight,2,1,2008-11-05,4,18:40:00,30,E09000003,3,5,6,30,3,2,3,5,0,0,4,1,2,0,0,1,1,E01000305
-0.197455,51.647281,1,Slight,2,1,2008-11-11,3,20:12:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000293
-0.234393,51.630397,1,Slight,2,2,2008-11-10,2,12:21:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01000279
-0.288391,51.623823,1,Slight,2,1,2008-11-13,5,07:48:00,30,E09000003,3,41,1,30,1,4,3,410,0,0,4,1,1,0,0,2,1,E01000188
-0.193051,51.601712,1,Slight,2,1,2008-11-12,4,15:50:00,30,E09000003,3,598,6,30,6,2,3,1003,0,5,1,1,1,0,0,1,1,E01000296
-0.199888,51.589497,1,Slight,2,1,2008-11-11,3,09:58:00,30,E09000003,3,406,6,30,6,2,3,598,0,5,1,1,1,0,0,1,2,E01000225
-0.205592,51.576635,1,Slight,2,1,2008-11-02,1,15:40:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000220
-0.164311,51.587507,1,Slight,2,1,2008-11-08,7,09:50:00,30,E09000003,3,1000,6,30,8,4,6,0,0,4,1,1,2,0,0,1,2,E01000182
-0.234944,51.645963,1,Slight,2,3,2008-09-26,6,13:09:00,30,E09000003,3,411,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000253
-0.215498,51.59639,1,Slight,2,1,2008-11-13,5,00:01:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01000198
-0.205541,51.585267,1,Slight,2,2,2008-11-13,5,06:55:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000225
-0.258373,51.592808,1,Slight,2,1,2008-11-17,2,15:50:00,30,E09000003,3,5,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01000588
-0.216853,51.594972,1,Slight,2,1,2008-11-16,1,22:10:00,30,E09000003,3,1,3,50,6,2,4,552,0,5,4,1,1,0,0,1,1,E01000242
-0.174876,51.630027,1,Slight,1,1,2008-11-15,7,00:20:00,30,E09000003,3,1000,6,30,3,2,3,5109,0,5,4,1,1,0,0,1,1,E01000281
-0.190647,51.614984,1,Slight,2,1,2008-11-19,4,09:02:00,30,E09000003,5,0,6,30,2,4,5,0,0,0,1,1,1,0,0,1,1,E01000278
-0.248752,51.613977,1,Slight,1,1,2008-11-20,5,07:20:00,30,E09000003,3,5100,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000264
-0.211424,51.58248,1,Serious,1,1,2008-11-12,4,18:30:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000236
-0.176008,51.594614,1,Slight,2,1,2008-11-13,5,11:30:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000179
-0.185698,51.597821,1,Slight,1,1,2008-11-14,6,08:45:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000197
-0.248145,51.595983,1,Slight,2,1,2008-11-19,4,12:34:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000155
-0.173959,51.602495,1,Slight,2,1,2008-11-19,4,09:50:00,30,E09000003,3,1000,3,40,6,4,5,0,0,0,1,1,1,0,0,1,1,E01000316
-0.206632,51.652817,1,Slight,1,1,2008-11-07,6,17:30:00,30,E09000003,3,411,6,30,6,4,3,411,0,1,4,1,2,0,0,1,1,E01000292
-0.234125,51.592625,1,Slight,2,2,2008-11-19,4,12:15:00,30,E09000003,3,41,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01000239
-0.2101,51.59415,1,Slight,2,1,2008-11-20,5,18:30:00,30,E09000003,6,0,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01000198
-0.229436,51.572142,1,Slight,2,1,2008-11-12,4,08:30:00,30,E09000003,1,1,3,70,5,4,3,406,0,0,1,1,1,0,0,1,1,E01000307
-0.255958,51.625684,1,Slight,1,1,2008-11-14,6,09:05:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000231
-0.255707,51.59079,1,Slight,2,1,2008-11-19,4,19:30:00,30,E09000003,3,5,6,30,3,4,3,5150,0,0,4,2,2,0,0,1,2,E01000148
-0.175215,51.607191,1,Slight,1,1,2008-11-22,7,21:32:00,30,E09000003,3,1000,6,30,6,2,5,0,0,0,4,2,2,0,0,1,1,E01000316
-0.213161,51.556607,1,Slight,2,1,2008-11-19,4,14:18:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000141
-0.217856,51.576732,1,Slight,2,1,2008-11-20,5,10:00:00,30,E09000003,3,406,1,50,1,4,3,41,0,0,1,1,1,0,0,1,2,E01000221
-0.245094,51.615181,1,Slight,1,1,2008-11-18,3,11:27:00,30,E09000003,3,5100,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000258
-0.273139,51.618384,1,Slight,1,1,2008-11-24,2,14:24:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000192
-0.185304,51.582348,1,Slight,2,2,2008-11-22,7,10:19:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000207
-0.276414,51.615825,1,Slight,1,1,2008-11-21,6,10:52:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,8,1,4,1,0,0,1,1,E01000192
-0.216857,51.594882,1,Slight,2,1,2008-11-24,2,21:30:00,30,E09000003,3,1,3,50,6,2,4,552,0,0,4,1,2,0,0,1,1,E01000242
-0.167542,51.593313,1,Slight,2,1,2008-11-24,2,22:12:00,30,E09000003,3,1000,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01000177
-0.208331,51.602396,1,Slight,2,4,2008-11-17,2,17:00:00,30,E09000003,4,552,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01000204
-0.217398,51.647406,1,Slight,3,1,2008-11-19,4,08:53:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000286
-0.239563,51.593876,1,Slight,3,2,2008-11-08,7,13:35:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000149
-0.233449,51.580295,1,Slight,2,1,2008-11-27,5,15:00:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01000306
-0.248168,51.584113,1,Slight,1,1,2008-11-30,1,02:15:00,30,E09000003,3,5,6,30,6,2,3,4006,0,5,4,1,2,0,0,1,1,E01000312
-0.158229,51.612951,1,Slight,2,1,2008-11-19,4,08:14:00,30,E09000003,3,1003,6,30,6,2,4,550,0,5,1,1,1,0,0,1,2,E01000162
-0.180928,51.641271,1,Slight,2,2,2008-11-11,3,12:30:00,30,E09000003,4,193,6,30,3,4,3,1000,0,4,1,1,1,0,0,1,1,E01000269
-0.219524,51.596811,1,Slight,3,2,2008-11-27,5,17:30:00,30,E09000003,3,1,3,50,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000198
-0.190789,51.647718,1,Slight,3,2,2008-11-28,6,01:30:00,30,E09000003,3,1000,6,30,3,2,5,0,0,5,4,2,2,0,0,1,1,E01000288
-0.199842,51.590665,1,Slight,2,2,2008-11-29,7,18:30:00,30,E09000003,3,598,6,30,3,4,3,598,0,0,4,1,2,0,0,1,1,E01000203
-0.218014,51.576375,1,Slight,2,1,2008-11-26,4,16:15:00,30,E09000003,3,41,1,50,1,4,3,406,0,0,4,1,1,0,0,1,1,E01000221
-0.200413,51.652902,1,Slight,1,1,2008-07-02,4,12:58:00,30,E09000003,3,411,6,30,3,2,3,1000,0,5,1,2,2,0,0,1,1,E01000293
-0.197209,51.576956,1,Slight,1,1,2008-11-23,1,12:20:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000144
-0.199979,51.652895,1,Slight,1,1,2008-11-06,5,23:20:00,30,E09000003,3,411,6,30,3,2,3,1000,0,5,4,1,2,0,0,1,1,E01000293
-0.168934,51.594594,1,Slight,2,1,2008-11-24,2,13:00:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,1,1,1,1,0,0,1,1,E01000178
-0.216575,51.576263,1,Slight,2,1,2008-12-01,2,08:57:00,30,E09000003,3,41,7,30,7,4,3,41,0,0,1,1,1,0,0,1,1,E01000221
-0.270706,51.621586,1,Slight,1,1,2008-11-30,1,14:00:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01000186
-0.272727,51.617839,1,Slight,2,1,2008-12-01,2,10:04:00,30,E09000003,3,5100,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01000192
-0.142801,51.619362,1,Slight,2,1,2008-11-27,5,18:10:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000124
-0.203932,51.644323,1,Serious,2,2,2008-11-17,2,19:08:00,30,E09000003,6,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01000291
-0.246124,51.640915,1,Slight,1,1,2008-11-29,7,11:41:00,30,E09000003,3,411,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01000290
-0.263118,51.604658,1,Slight,2,1,2008-11-06,5,03:45:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000127
-0.194689,51.600478,1,Slight,3,1,2008-12-02,3,14:30:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000196
-0.190503,51.647624,1,Slight,1,1,2008-11-14,6,08:25:00,30,E09000003,3,1000,3,40,3,4,5,0,0,0,1,1,2,0,0,1,1,E01000288
-0.277224,51.621142,1,Slight,2,1,2008-11-22,7,23:40:00,30,E09000003,3,41,3,50,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01000191
